,coefs,pval
651,Mode2_Age,0.0
652,Mode3_Age,0.0
653,Mode4_Age,0.0
654,Mode5_Age,0.0
655,Mode6_Age,0.0
656,Mode7_Age,0.0
657,Mode8_Age,0.0
658,Mode9_Age,0.0
659,Mode10_Age,0.0
660,Mode11_Age,0.0
661,Mode12_Age,0.0
662,Mode13_Age,0.0
663,Mode14_Age,0.0
664,Mode15_Age,0.0
665,Mode16_Age,0.0
666,Mode17_Age,0.0
667,Mode18_Age,0.0
668,Mode19_Age,0.0
669,Mode20_Age,0.0
670,Mode21_Age,0.0
671,Mode22_Age,0.0
672,Mode23_Age,0.0
673,Mode24_Age,0.0
674,Mode25_Age,0.0
675,Mode26_Age,0.0
676,Mode27_Age,0.0
677,Mode28_Age,0.0
678,Mode29_Age,0.0
679,Mode30_Age,0.0
680,Mode31_Age,0.0
681,Mode32_Age,0.0
682,Mode33_Age,0.0
683,Mode34_Age,0.0
684,Mode35_Age,0.0
685,Mode36_Age,0.0
686,Mode37_Age,0.0
687,Mode38_Age,0.0
688,Mode39_Age,0.0
689,Mode40_Age,0.0
690,Mode41_Age,0.0
691,Mode42_Age,0.0
692,Mode43_Age,0.0
693,Mode44_Age,0.0
694,Mode45_Age,0.0
695,Mode46_Age,0.0
696,Mode47_Age,0.0
697,Mode48_Age,0.0
698,Mode49_Age,0.0
699,Mode50_Age,0.0
